record_id ,date       ,timestamp ,intersection_id ,intersection_name  ,latitude ,longitude ,vehicle_count ,average_speed ,signal_cycle_time ,green_time ,yellow_time ,red_time ,weather_condition ,day_of_week ,is_weekend ,is_holiday ,event                ,pollution_level ,car_count ,bus_count ,truck_count ,motorcycle_count
1489      ,02-01-2023 ,00:40:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,76            ,35.34         ,120               ,59         ,5           ,56       ,Cold Wave         ,Monday      ,workday    ,0          ,NA                   ,1.38            ,44        ,6         ,7           ,19
9207      ,07-01-2023 ,09:20:00  ,7               ,NA                 ,25.49    ,81.87     ,148           ,29.25         ,120               ,59         ,5           ,56       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,3.61            ,77        ,19        ,24          ,28
6568      ,05-01-2023 ,13:20:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,49            ,46.25         ,120               ,55         ,3           ,62       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,0.96            ,23        ,6         ,3           ,17
3677      ,03-01-2023 ,13:10:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,90            ,34.85         ,120               ,67         ,4           ,49       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,1.84            ,50        ,11        ,7           ,22
6054      ,05-01-2023 ,04:50:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,62            ,39.49         ,120               ,54         ,4           ,62       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,0.95            ,35        ,4         ,3           ,20
6158      ,05-01-2023 ,06:30:00  ,8               ,Jhunsi             ,25.43    ,NA        ,42            ,31.42         ,120               ,56         ,6           ,58       ,Heavy Rain        ,Thursday    ,workday    ,1          ,NA                   ,0.82            ,28        ,4         ,4           ,6
9688      ,07-01-2023 ,17:20:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,122           ,32.22         ,120               ,55         ,5           ,60       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,2.45            ,68        ,12        ,13          ,29
9238      ,07-01-2023 ,09:50:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,159           ,24.39         ,120               ,79         ,5           ,36       ,Fog               ,Saturday    ,weekend    ,0          ,NA                   ,3.59            ,94        ,22        ,16          ,27
53        ,01-01-2023 ,00:50:00  ,3               ,Chowk              ,25.43    ,81.84     ,35            ,46.16         ,120               ,55         ,5           ,60       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,0.62            ,22        ,2         ,4           ,7
1902      ,NA         ,          ,2               ,Katra              ,25.46    ,81.85     ,175           ,26.52         ,120               ,80         ,2           ,38       ,Clear             ,Monday      ,#VALUE!    ,0          ,NA                   ,3.29            ,110       ,17        ,13          ,35
NA        ,01-01-2023 ,07:10:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,102           ,37.23         ,120               ,59         ,4           ,57       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,2.04            ,58        ,8         ,14          ,22
7307      ,06-01-2023 ,01:40:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,93            ,34.45         ,120               ,69         ,6           ,45       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,1.74            ,53        ,6         ,12          ,22
8087      ,06-01-2023 ,14:40:00  ,NA              ,Phaphamau          ,25.49    ,81.87     ,35            ,35.19         ,120               ,57         ,3           ,60       ,Fog               ,Friday      ,workday    ,0          ,NA                   ,0.74            ,25        ,3         ,5           ,2
1933      ,02-01-2023 ,08:10:00  ,3               ,Chowk              ,25.43    ,81.84     ,191           ,24.97         ,120               ,73         ,6           ,41       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,4.36            ,103       ,20        ,31          ,37
9629      ,07-01-2023 ,16:20:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,48            ,46.37         ,120               ,51         ,4           ,65       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.13            ,28        ,6         ,7           ,7
1846      ,02-01-2023 ,06:40:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,106           ,33.47         ,120               ,58         ,4           ,58       ,Clear             ,Monday      ,workday    ,NA         ,NA                   ,2.12            ,57        ,8         ,15          ,26
9272      ,07-01-2023 ,10:30:00  ,2               ,Katra              ,25.46    ,81.85     ,118           ,31.62         ,120               ,64         ,5           ,51       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,2.22            ,66        ,11        ,10          ,31
1994      ,02-01-2023 ,09:10:00  ,4               ,NA                 ,25.47    ,81.89     ,96            ,27.81         ,120               ,61         ,5           ,54       ,Fog               ,Monday      ,workday    ,0          ,NA                   ,2.29            ,59        ,16        ,8           ,13
8651      ,07-01-2023 ,00:10:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,11            ,57.61         ,120               ,56         ,5           ,59       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,0.21            ,6         ,1         ,1           ,3
2979      ,03-01-2023 ,01:30:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,88            ,36.37         ,120               ,60         ,4           ,56       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,1.76            ,53        ,8         ,10          ,17
10033     ,07-01-2023 ,23:10:00  ,3               ,Chowk              ,25.43    ,81.84     ,138           ,28.01         ,120               ,40         ,6           ,74       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,2.5             ,91        ,12        ,10          ,25
1555      ,02-01-2023 ,01:50:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,78            ,38.23         ,120               ,67         ,4           ,49       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,1.29            ,54        ,4         ,7           ,13
8133      ,06-01-2023 ,15:30:00  ,3               ,Chowk              ,25.43    ,81.84     ,105           ,34.22         ,120               ,57         ,3           ,60       ,Clear             ,Friday      ,workday    ,0          ,Local Market Fair    ,2.22            ,53        ,13        ,10          ,29
6961      ,05-01-2023 ,20:00:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,113           ,31.23         ,120               ,67         ,4           ,49       ,Heatwave          ,Thursday    ,workday    ,1          ,NA                   ,1.88            ,72        ,7         ,9           ,25
6385      ,05-01-2023 ,10:20:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,123           ,34.72         ,120               ,56         ,5           ,59       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,3.12            ,66        ,22        ,13          ,22
2322      ,02-01-2023 ,14:40:00  ,2               ,Katra              ,25.46    ,81.85     ,75            ,37.94         ,120               ,49         ,3           ,68       ,Heatwave          ,Monday      ,workday    ,0          ,NA                   ,1.55            ,44        ,8         ,8           ,15
7140      ,05-01-2023 ,22:50:00  ,10              ,Minto Park         ,25.44    ,81.88     ,96            ,36.86         ,120               ,59         ,4           ,57       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,1.46            ,64        ,3         ,9           ,20
7798      ,06-01-2023 ,09:50:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,232           ,25.65         ,120               ,86         ,7           ,27       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,4.68            ,141       ,20        ,29          ,42
2612      ,02-01-2023 ,19:30:00  ,2               ,Katra              ,25.46    ,81.85     ,141           ,27.65         ,120               ,58         ,4           ,58       ,Light Rain        ,Monday      ,workday    ,0          ,NA                   ,2.71            ,81        ,12        ,15          ,33
2240      ,02-01-2023 ,13:10:00  ,10              ,Minto Park         ,25.44    ,81.88     ,94            ,33.86         ,120               ,59         ,5           ,56       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,2.09            ,63        ,10        ,13          ,8
6810      ,05-01-2023 ,17:20:00  ,10              ,Minto Park         ,25.44    ,81.88     ,99            ,24.97         ,120               ,67         ,6           ,47       ,Heavy Rain        ,Thursday    ,workday    ,1          ,NA                   ,2.38            ,58        ,17        ,8           ,16
6969      ,05-01-2023 ,20:00:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,108           ,33.82         ,120               ,56         ,6           ,58       ,Heatwave          ,Thursday    ,workday    ,1          ,NA                   ,2.28            ,69        ,11        ,13          ,15
8711      ,07-01-2023 ,01:10:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,147           ,13.99         ,120               ,70         ,4           ,46       ,Clear             ,Saturday    ,weekend    ,0          ,Accident             ,3.06            ,90        ,20        ,9           ,28
5969      ,05-01-2023 ,03:20:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,50            ,33.44         ,120               ,53         ,4           ,63       ,Fog               ,Thursday    ,workday    ,1          ,NA                   ,1.05            ,24        ,6         ,5           ,15
9377      ,07-01-2023 ,12:10:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,70            ,36.53         ,120               ,62         ,4           ,54       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.29            ,48        ,7         ,4           ,11
9922      ,07-01-2023 ,21:20:00  ,2               ,Katra              ,25.46    ,81.85     ,55            ,39.39         ,120               ,64         ,4           ,52       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,0.81            ,38        ,2         ,4           ,11
122       ,01-01-2023 ,02:00:00  ,2               ,Katra              ,25.46    ,81.85     ,89            ,39.56         ,120               ,61         ,6           ,53       ,NA                ,Sunday      ,weekend    ,1          ,New Year Celebration ,1.78            ,57        ,8         ,10          ,14
4990      ,04-01-2023 ,11:00:00  ,10              ,Minto Park         ,25.44    ,81.88     ,87            ,32.8          ,120               ,57         ,3           ,60       ,Light Rain        ,Wednesday   ,workday    ,0          ,NA                   ,1.7             ,58        ,7         ,10          ,12
5560      ,04-01-2023 ,20:30:00  ,10              ,Minto Park         ,25.44    ,81.88     ,252           ,23.17         ,120               ,75         ,4           ,41       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,5.05            ,150       ,28        ,21          ,53
8021      ,06-01-2023 ,13:40:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,119           ,31.7          ,120               ,63         ,3           ,54       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,2.16            ,75        ,11        ,8           ,25
9882      ,07-01-2023 ,20:40:00  ,2               ,Katra              ,25.46    ,81.85     ,195           ,26.39         ,120               ,80         ,5           ,35       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,3.67            ,120       ,15        ,21          ,39
2360      ,02-01-2023 ,15:10:00  ,10              ,Minto Park         ,25.44    ,81.88     ,86            ,32.96         ,120               ,59         ,3           ,58       ,Cold Wave         ,Monday      ,workday    ,0          ,NA                   ,1.17            ,62        ,3         ,4           ,17
7666      ,06-01-2023 ,07:40:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,143           ,28.29         ,120               ,60         ,4           ,56       ,Light Rain        ,Friday      ,workday    ,0          ,NA                   ,2.76            ,88        ,13        ,14          ,28
5440      ,04-01-2023 ,18:30:00  ,10              ,Minto Park         ,25.44    ,81.88     ,174           ,23.73         ,120               ,78         ,3           ,39       ,Light Rain        ,Wednesday   ,workday    ,0          ,NA                   ,3.48            ,113       ,18        ,16          ,27
4659      ,04-01-2023 ,05:30:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,120           ,31.18         ,120               ,61         ,4           ,55       ,Heatwave          ,Wednesday   ,workday    ,0          ,NA                   ,2.78            ,63        ,16        ,15          ,26
9856      ,07-01-2023 ,20:10:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,89            ,35.04         ,120               ,59         ,3           ,58       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.8             ,47        ,5         ,16          ,21
4122      ,03-01-2023 ,20:40:00  ,2               ,Katra              ,25.46    ,81.85     ,306           ,22.45         ,120               ,74         ,5           ,41       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,5.95            ,184       ,24        ,37          ,61
6264      ,05-01-2023 ,08:20:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,78            ,36.18         ,120               ,58         ,5           ,57       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,1.48            ,51        ,5         ,10          ,12
7870      ,06-01-2023 ,11:00:00  ,10              ,Minto Park         ,25.44    ,81.88     ,53            ,41.77         ,120               ,53         ,5           ,62       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,1.19            ,33        ,8         ,4           ,8
2768      ,02-01-2023 ,22:00:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,87            ,31.54         ,120               ,53         ,6           ,61       ,Cold Wave         ,Monday      ,workday    ,0          ,NA                   ,1.68            ,51        ,9         ,7           ,20
8343      ,06-01-2023 ,19:00:00  ,3               ,Chowk              ,25.43    ,81.84     ,196           ,26.36         ,120               ,89         ,4           ,27       ,Clear             ,Friday      ,workday    ,0          ,Local Market Fair    ,4.06            ,120       ,17        ,27          ,32
6507      ,05-01-2023 ,12:20:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,70            ,18.85         ,120               ,62         ,4           ,54       ,Clear             ,Thursday    ,workday    ,1          ,Roadwork             ,1.46            ,42        ,6         ,10          ,12
6860      ,05-01-2023 ,18:10:00  ,10              ,Minto Park         ,25.44    ,81.88     ,131           ,34.48         ,120               ,53         ,6           ,61       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,2.69            ,80        ,16        ,10          ,25
8498      ,06-01-2023 ,21:30:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,107           ,33.87         ,120               ,64         ,6           ,50       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,2.2             ,63        ,NA        ,15          ,20
546       ,01-01-2023 ,09:00:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,137           ,30.17         ,120               ,58         ,2           ,60       ,Clear             ,Sunday      ,weekend    ,NA         ,NA                   ,2.51            ,77        ,9         ,16          ,35
527       ,01-01-2023 ,08:40:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,116           ,34.83         ,120               ,62         ,3           ,55       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,2.09            ,70        ,6         ,15          ,25
9765      ,07-01-2023 ,18:40:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,223           ,27.13         ,120               ,82         ,4           ,34       ,Heatwave          ,Saturday    ,weekend    ,0          ,NA                   ,4.56            ,136       ,27        ,17          ,43
9184      ,07-01-2023 ,09:00:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,132           ,28.96         ,120               ,57         ,6           ,57       ,Cold Wave         ,Saturday    ,weekend    ,0          ,NA                   ,2.66            ,80        ,13        ,14          ,25
6179      ,05-01-2023 ,06:50:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,58            ,41.07         ,120               ,67         ,5           ,48       ,Cold Wave         ,Thursday    ,workday    ,1          ,NA                   ,1.14            ,36        ,6         ,5           ,11
6376      ,05-01-2023 ,10:10:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,121           ,25.79         ,120               ,64         ,5           ,51       ,Fog               ,Thursday    ,workday    ,1          ,NA                   ,2.63            ,67        ,18        ,8           ,28
9482      ,07-01-2023 ,14:00:00  ,2               ,Katra              ,25.46    ,81.85     ,148           ,30.63         ,120               ,64         ,5           ,51       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,3.03            ,90        ,17        ,13          ,28
9579      ,07-01-2023 ,15:30:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,77            ,26.09         ,120               ,61         ,3           ,56       ,Heavy Rain        ,Saturday    ,weekend    ,0          ,NA                   ,1.57            ,NA        ,8         ,8           ,17
8894      ,07-01-2023 ,04:10:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,25            ,48.93         ,120               ,66         ,5           ,49       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,0.51            ,14        ,3         ,2           ,6
4776      ,04-01-2023 ,07:30:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,184           ,27.49         ,120               ,76         ,4           ,40       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,3.23            ,119       ,11        ,NA          ,35
2409      ,02-01-2023 ,16:00:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,73            ,39.46         ,120               ,65         ,6           ,49       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,1.43            ,34        ,8         ,6           ,25
8327      ,06-01-2023 ,18:40:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,140           ,30.29         ,120               ,52         ,6           ,62       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,3.08            ,76        ,16        ,18          ,30
7280      ,06-01-2023 ,01:10:00  ,10              ,Minto Park         ,25.44    ,81.88     ,107           ,35.41         ,120               ,64         ,5           ,51       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,1.68            ,68        ,NA        ,7           ,26
10014     ,07-01-2023 ,22:50:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,77            ,38.69         ,120               ,NA         ,4           ,51       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.38            ,51        ,5         ,8           ,13
4218      ,03-01-2023 ,22:10:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,87            ,36.67         ,120               ,61         ,4           ,55       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,1.73            ,51        ,9         ,8           ,19
9577      ,07-01-2023 ,15:30:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,60            ,28.41         ,120               ,64         ,4           ,52       ,Heavy Rain        ,Saturday    ,weekend    ,0          ,NA                   ,1.2             ,38        ,6         ,6           ,10
4922      ,04-01-2023 ,10:00:00  ,2               ,Katra              ,25.46    ,81.85     ,227           ,25.91         ,120               ,84         ,4           ,32       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,4.36            ,132       ,20        ,23          ,52
9064      ,07-01-2023 ,07:00:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,156           ,29.42         ,120               ,82         ,3           ,35       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,3.08            ,95        ,14        ,17          ,30
4080      ,03-01-2023 ,19:50:00  ,10              ,Minto Park         ,NA       ,81.88     ,266           ,25.5          ,120               ,77         ,6           ,37       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,6.15            ,149       ,39        ,27          ,51
5213      ,04-01-2023 ,14:50:00  ,3               ,Chowk              ,25.43    ,81.84     ,126           ,29.83         ,120               ,59         ,5           ,56       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,2.13            ,81        ,7         ,12          ,26
2467      ,02-01-2023 ,17:00:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,175           ,28.82         ,120               ,80         ,4           ,36       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,3.1             ,116       ,9         ,21          ,29
6485      ,05-01-2023 ,12:00:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,80            ,37.7          ,120               ,50         ,3           ,67       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,1.51            ,47        ,8         ,6           ,19
7532      ,06-01-2023 ,05:30:00  ,2               ,Katra              ,25.46    ,81.85     ,79            ,30.17         ,120               ,70         ,3           ,47       ,Fog               ,Friday      ,workday    ,0          ,NA                   ,1.61            ,43        ,11        ,4           ,21
8501      ,06-01-2023 ,21:40:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,107           ,33.47         ,120               ,65         ,4           ,51       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,2.29            ,64        ,14        ,9           ,20
6497      ,05-01-2023 ,12:10:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,101           ,17.12         ,120               ,68         ,3           ,49       ,Clear             ,Thursday    ,workday    ,1          ,Roadwork             ,1.69            ,66        ,7         ,7           ,21
1452      ,02-01-2023 ,00:10:00  ,2               ,Katra              ,25.46    ,81.85     ,122           ,31.89         ,120               ,54         ,4           ,62       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,2.19            ,78        ,11        ,8           ,25
2176      ,02-01-2023 ,12:10:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,51            ,41.23         ,120               ,62         ,4           ,54       ,Cold Wave         ,Monday      ,workday    ,0          ,NA                   ,1.09            ,30        ,5         ,7           ,9
4851      ,04-01-2023 ,08:50:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,213           ,25.1          ,120               ,81         ,4           ,35       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,3.96            ,136       ,18        ,19          ,40
3945      ,03-01-2023 ,17:40:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,132           ,23.79         ,120               ,67         ,4           ,49       ,Fog               ,Tuesday     ,workday    ,0          ,NA                   ,2.38            ,84        ,8         ,15          ,25
8255      ,06-01-2023 ,17:30:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,285           ,24.94         ,120               ,75         ,3           ,42       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,5.8             ,171       ,29        ,30          ,55
1609      ,02-01-2023 ,02:40:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,60            ,42.05         ,120               ,58         ,4           ,58       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,1.23            ,33        ,4         ,10          ,13
8788      ,07-01-2023 ,02:20:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,104           ,34.52         ,120               ,53         ,5           ,62       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.76            ,61        ,6         ,10          ,27
1983      ,02-01-2023 ,09:00:00  ,3               ,Chowk              ,25.43    ,81.84     ,151           ,18.99         ,120               ,77         ,4           ,39       ,Heavy Rain        ,Monday      ,workday    ,0          ,NA                   ,2.97            ,91        ,15        ,14          ,31
7901      ,06-01-2023 ,11:40:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,127           ,30.91         ,120               ,66         ,5           ,49       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,2.5             ,74        ,12        ,13          ,28
2794      ,02-01-2023 ,22:30:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,51            ,40.75         ,120               ,55         ,4           ,61       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,1.23            ,30        ,7         ,7           ,7
2485      ,02-01-2023 ,17:20:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,192           ,25.13         ,120               ,72         ,4           ,44       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,3.8             ,113       ,20        ,17          ,42
9466      ,07-01-2023 ,13:40:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,80            ,37.99         ,120               ,60         ,3           ,57       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,2.22            ,44        ,16        ,10          ,10
6897      ,05-01-2023 ,18:50:00  ,7               ,Phaphamau          ,25.49    ,NA        ,87            ,36.43         ,120               ,60         ,5           ,55       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,2               ,46        ,12        ,10          ,19
6010      ,05-01-2023 ,04:00:00  ,10              ,Minto Park         ,25.44    ,81.88     ,83            ,36.32         ,120               ,53         ,6           ,61       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,1.82            ,55        ,12        ,6           ,10
2362      ,02-01-2023 ,15:20:00  ,2               ,NA                 ,25.46    ,81.85     ,83            ,38.29         ,120               ,56         ,4           ,60       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,1.78            ,47        ,11        ,7           ,18
8096      ,06-01-2023 ,14:50:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,114           ,34.81         ,120               ,62         ,3           ,55       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,2.35            ,70        ,12        ,NA          ,20
5044      ,04-01-2023 ,12:00:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,68            ,36.99         ,120               ,60         ,5           ,55       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,1.52            ,40        ,9         ,7           ,12
610       ,01-01-2023 ,10:00:00  ,10              ,Minto Park         ,25.44    ,81.88     ,92            ,31.22         ,120               ,61         ,4           ,55       ,Fog               ,Sunday      ,weekend    ,1          ,NA                   ,1.73            ,63        ,8         ,8           ,13
3491      ,03-01-2023 ,10:10:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,202           ,27.05         ,120               ,74         ,4           ,42       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,3.93            ,110       ,21        ,17          ,54
1397      ,01-01-2023 ,23:10:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,19            ,49.83         ,120               ,65         ,4           ,51       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,0.28            ,10        ,1         ,1           ,7
2466      ,02-01-2023 ,17:00:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,192           ,27.2          ,120               ,77         ,6           ,37       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,3.69            ,120       ,15        ,22          ,35
5317      ,04-01-2023 ,16:30:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,111           ,31.35         ,120               ,67         ,4           ,49       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,2.33            ,61        ,13        ,11          ,26
5122      ,04-01-2023 ,13:20:00  ,2               ,Katra              ,25.46    ,81.85     ,98            ,32.35         ,120               ,66         ,6           ,48       ,NA                ,Wednesday   ,workday    ,0          ,NA                   ,1.74            ,59        ,7         ,9           ,23
5754      ,04-01-2023 ,23:50:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,77            ,35.16         ,NA                ,57         ,5           ,58       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,1.97            ,40        ,11        ,13          ,13
8871      ,07-01-2023 ,03:50:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,102           ,30.64         ,120               ,61         ,5           ,54       ,Light Rain        ,Saturday    ,weekend    ,0          ,NA                   ,2.08            ,64        ,12        ,8           ,18
3427      ,03-01-2023 ,09:00:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,254           ,21.03         ,120               ,79         ,4           ,37       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,5.56            ,141       ,25        ,38          ,50
3303      ,03-01-2023 ,07:00:00  ,3               ,Chowk              ,25.43    ,81.84     ,127           ,23.03         ,120               ,62         ,5           ,53       ,Heavy Rain        ,Tuesday     ,workday    ,0          ,NA                   ,2.44            ,75        ,11        ,13          ,28
4145      ,03-01-2023 ,21:00:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,112           ,31.54         ,120               ,60         ,5           ,55       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,2.47            ,60        ,15        ,11          ,26
4450      ,04-01-2023 ,02:00:00  ,10              ,Minto Park         ,25.44    ,81.88     ,87            ,28.9          ,120               ,68         ,5           ,47       ,Fog               ,Wednesday   ,workday    ,0          ,NA                   ,1.52            ,55        ,7         ,6           ,19
4120      ,03-01-2023 ,20:30:00  ,10              ,Minto Park         ,25.44    ,81.88     ,144           ,32.34         ,120               ,58         ,5           ,57       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,2.68            ,87        ,11        ,15          ,31
1617      ,02-01-2023 ,02:50:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,132           ,31.02         ,120               ,61         ,5           ,54       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,2.78            ,76        ,13        ,17          ,26
10026     ,07-01-2023 ,23:00:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,63            ,41.21         ,120               ,61         ,6           ,53       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.29            ,36        ,7         ,NA          ,14
8863      ,07-01-2023 ,03:40:00  ,3               ,Chowk              ,25.43    ,81.84     ,93            ,35.4          ,120               ,68         ,4           ,48       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.85            ,53        ,10        ,8           ,NA
6219      ,05-01-2023 ,07:30:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,86            ,31.13         ,120               ,56         ,5           ,59       ,Light Rain        ,Thursday    ,workday    ,1          ,NA                   ,1.96            ,48        ,12        ,9           ,17
5785      ,05-01-2023 ,00:20:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,40            ,44.06         ,120               ,70         ,3           ,47       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,0.7             ,27        ,3         ,3           ,7
